id,Hotel Name,Address
1497,Courtyard Tampa Downtown,102 East Cass Street Tampa
1498,Courtyard Temecula Murrieta,25419 Madison Avenue Murrieta
1499,Courtyard Tempe Downtown,601 South Ash Avenue Tempe
1500,Courtyard Thousand Oaks Ventura County,1710 Newbury Road Thousand Oaks
1501,Courtyard Tuscaloosa,4115 Courtney Drive Tuscaloosa
1502,Courtyard Tysons McLean,1960-A Chain Bridge Road McLean
1503,Courtyard Vallejo Napa Valley,1000 Fairgrounds Drive Vallejo
1504,Courtyard Waco,101 Washington Avenue Waco
1505,Courtyard Wall at Monmouth Shores Corporate Park,1302 Campus Parkway Wall Township
1506,Courtyard Walla Walla,550 West Rose Street Walla Walla
1507,Courtyard Washington,1325 2nd Street NE Washington
1508,Fairfield Inn & Suites Clermont,1750 Hunt Trace Clermont
1509,Courtyard West Orange,8 Rooney Circle West Orange
1510,Courtyard West Palm Beach,600 Northpoint Parkway West Palm Beach
1511,Courtyard Westbury Long Island,1800 Privado Road Westbury
1512,Courtyard Williamsburg Busch Gardens Area,470 McLaws Circle Williamsburg
1513,Courtyard Worcester,72 Grove Street Worcester
1514,Courtyard Jekyll Island,178 South Beachview Drive Jekyll Island
1515,Fairfield Inn & Suites Afton Star Valley,53 East 1st Avenue Afton
1516,Fairfield Inn & Suites Aiken,185 Colony Parkway Aiken
1517,Fairfield Inn & Suites Alamosa,721 Mariposa Street Alamosa
1518,Fairfield Inn & Suites Anaheim Los Alamitos,10650 Los Alamitos Blvd Los Alamitos
1519,Fairfield Inn & Suites Anaheim North/Buena Park,7828 Orangethorpe Avenue Buena Park
1520,Fairfield Inn & Suites Ann Arbor Ypsilanti,326 James L Hart Parkway Ypsilanti
1521,Fairfield Inn & Suites Asheville Outlets,11 Rocky Ridge Road Asheville
1522,Fairfield Inn & Suites Asheville Weaverville,25 Fairfield Approach Drive Weaverville
1523,Fairfield Inn & Suites Athens,924 East State Street Athens
1524,Fairfield Inn & Suites Athens West,175 Old Epps Bridge Rd Athens
1525,Fairfield Inn & Suites Atlanta Acworth,3508 Baker Road Acworth
1526,Fairfield Inn & Suites Atlanta Downtown,54 Peachtree Street SW Atlanta
1527,Fairfield Inn & Suites Auburn Opelika,2257 Interstate Drive Opelika
1528,Fairfield Inn & Suites Augusta Washington Rd./I-20,3023 1/2 Washington Road Augusta
1529,Fairfield Inn & Suites Austin South,4525 South Interstate Hwy 35 Austin
1530,Fairfield Inn & Suites Baltimore Downtown/Inner Harbor,101 S. President Street Baltimore
1531,Fairfield Inn & Suites Bend Downtown,1626 NW Wall Street Bend
1532,Fairfield Inn & Suites Boston Marlborough/Apex Center,105 Apex Drive Marlborough
1533,Fairfield Inn & Suites Boston Walpole,630 Providence Highway Walpole
1534,Fairfield Inn & Suites Boulder,5397 South Boulder Road Boulder
1535,Fairfield Inn & Suites Bryan College Station,4613 South Texas Avenue Bryan
1536,Fairfield Inn & Suites Camarillo,4444 Central Avenue Camarillo
1537,Fairfield Inn & Suites Carlsbad,2525 South Canal Street Carlsbad
1538,SpringHill Suites Greenville Downtown,200 East Washington Street Greenville
1539,Fairfield Inn & Suites Charlottesville North,577 Branchlands Boulevard Charlottesville
1540,Fairfield Inn & Suites Chattanooga I-24/Lookout Mountain,40 Starview Lane Chattanooga
1541,Fairfield Inn & Suites Cheyenne,1415 Stillwater Avenue Cheyenne
1542,Fairfield Inn & Suites Cheyenne Southwest/Downtown Area,1820 West Lincolnway Cheyenne
1543,Fairfield Inn & Suites Chicago Tinley Park,18511 North Creek Drive Tinley Park
1544,Fairfield Inn & Suites Christiansburg,2659 Roanoke Street Christiansburg
1545,Fairfield Inn & Suites Cincinnati Uptown/University Area,2500 South Market Street Cincinnati
1546,Courtyard Clemson,201 Canoy Lane Clemson
1547,Courtyard Cleveland University Circle,2021 Cornell Road Cleveland
1548,Fairfield Inn & Suites Colorado Springs Air Force Academy,7085 Commerce Center Drive Colorado Springs
1549,Fairfield Inn & Suites Colorado Springs South,2725 Geyser Drive Colorado Springs
1550,Fairfield Inn & Suites Columbia Downtown,501 Taylor Street Columbia
1551,Fairfield Inn & Suites Columbus Airport,4300 International Gateway Columbus
1552,Fairfield Inn & Suites Columbus OSU,3031 Olentangy River Road Columbus
1553,Courtyard Knoxville Downtown,210 West Church Avenue Knoxville
1554,Fairfield Inn & Suites Daytona Beach Speedway/Airport,1820 Checkered Flag Boulevard Daytona Beach
1555,Fairfield Inn & Suites Decorah,2041 Iowa State Highway 9 Decorah
1556,Fairfield Inn & Suites Delray Beach I-95,910 West Atlantic Avenue Delray Beach
1557,Fairfield Inn & Suites Denver Airport,6851 Tower Road Denver
1558,Fairfield Inn & Suites Detroit Lakes,102 West Lake Drive Detroit Lakes
1559,Fairfield Inn & Suites Duluth,1510 Maple Grove Road Duluth
1560,Fairfield Inn & Suites Easton,8945 Sunflower Drive Easton
1561,Fairfield Inn & Suites Elkhart,3501 Plaza Court Elkhart
1562,Fairfield Inn & Suites Eugene East/Springfield,3003 Franklin Boulevard Eugene
1563,Fairfield Inn & Suites Fairfield Napa Valley Area,315 Pittman Road Fairfield
1564,Fairfield Inn & Suites Fond du Lac,935 South Rolling Meadows Drive Fond du Lac
1565,Fairfield Inn & Suites Fort Lauderdale Pembroke Pines,1650 SW 145th Avenue Pembroke Pines
1566,Fairfield Inn & Suites Fort Myers Cape Coral,7090 Cypress Terrace Fort Myers
1567,Fairfield Inn & Suites Fort Worth Downtown/Convention Center,1010 Houston Street Fort Worth
1568,Fairfield Inn & Suites Fort Worth University Drive,1505 S University Drive Fort Worth
1569,Fairfield Inn & Suites Frankenmuth,430 South Main Street Frankenmuth
1570,Fairfield Inn & Suites Gainesville I-75,3877 SW 37th Boulevard Gainesville
1571,Fairfield Inn & Suites Gaylord,826 Carpenter Street Gaylord
1572,Fairfield Inn & Suites Geneva Finger Lakes,383 Hamilton Street Geneva
1573,Fairfield Inn & Suites Goshen,2110 Keystone Drive Goshen
1574,Fairfield Inn & Suites Grand Junction Downtown/Historic Main Street,225 Main Street Grand Junction
1575,Fairfield Inn & Suites Grand Rapids Wyoming,5970 Metro Way Wyoming
1576,Fairfield Inn & Suites Greenville,908 Moye Boulevard Greenville
1577,Fairfield Inn & Suites Hendersonville Flat Rock,836 Upward Road Flat Rock
1578,Fairfield Inn & Suites High Point Archdale,10141 N. Main St. Archdale
1579,Fairfield Inn & Suites Holland,N/A
1580,Fairfield Inn & Suites Hollister,390 Gateway Drive Hollister
1581,Fairfield Inn & Suites Homestead Florida City,60 SW 352nd Street Florida City
1582,Fairfield Inn & Suites Indianapolis Airport,5220 West Southern Avenue Indianapolis
1583,Fairfield Inn & Suites Indianapolis Downtown,501 W Washington Street Indianapolis
1584,Fairfield Inn & Suites Indianapolis East,7110 East 21st Street Indianapolis
1585,Fairfield Inn & Suites Indianapolis Fishers,10495 Crosspoint Boulevard Indianapolis
1586,Fairfield Inn & Suites Indio Coachella Valley,42655 Marmara Street Indio
1587,Fairfield Inn & Suites Ithaca,359 Elmira Road Ithaca
1588,Fairfield Inn & Suites Keene Downtown,30 Main Street Keene
1589,Fairfield Inn & Suites Kennett Square Brandywine Valley,719 East Baltimore Pike Kennett Square
1590,Fairfield Inn & Suites Klamath Falls,460 Timbermill Drive Klamath Falls
1591,Fairfield Inn & Suites La Crosse Downtown,434 Third Street South La Crosse
1592,Fairfield Inn & Suites Lancaster,150 Granite Run Drive Lancaster
1593,Fairfield Inn & Suites Lancaster East at The Outlets,2270 Lincoln Highway East Lancaster
1594,Fairfield Inn & Suites Las Vegas South,5775 Dean Martin Drive Las Vegas
1595,Fairfield Inn & Suites Lock Haven,50 Spring Street Lock Haven
1596,Fairfield Inn & Suites Louisville East,1220 Kentucky Mills Drive Louisville
1597,Courtyard New York Downtown Manhattan/Financial District,215 Pearl Street New York
1598,Fairfield Inn & Suites Melbourne Viera Town Center,2400 Town Center Avenue Melbourne
1599,Fairfield Inn & Suites Menifee,30140 Town Center Drive Menifee
1600,Fairfield Inn & Suites Miami Airport South,4101 NW 11th Street Miami
1601,Fairfield Inn & Suites Milwaukee Downtown,710 N. Old World Third Street Milwaukee
1602,Fairfield Inn & Suites Milwaukee West,4229 West National Avenue West Milwaukee
1603,Fairfield Inn & Suites Moorpark Ventura County,14350 White Sage Road Moorpark
1604,Fairfield Inn & Suites Moscow,1000 West Pullman Road Moscow
1605,Fairfield Inn & Suites Naples,3808 White Lake Boulevard Naples
1606,Fairfield Inn & Suites Nashville Airport,511 Royal Parkway Nashville
1607,Fairfield Inn & Suites Nashville at Opryland,211 Music City Circle Nashville
1608,Fairfield Inn & Suites Nashville Near Vanderbilt,109 29th Avenue North Nashville
1609,Fairfield Inn & Suites New Bedford,185 MacArthur Drive New Bedford
1610,Fairfield Inn & Suites New Braunfels,1465 IH-35-N New Braunfels
1611,Fairfield Inn & Suites New Buffalo,11400 Holiday Drive New Buffalo
1612,Fairfield Inn & Suites New York Brooklyn,181 3rd Avenue Brooklyn
1613,Fairfield Inn & Suites New York Queens/Fresh Meadows,183-31 Horace Harding Expressway Fresh Meadows
1614,AC Hotel Charlotte City Center,220 East Trade Street
1615,Fairfield Inn & Suites New York Queens/Queensboro Bridge,29-27 40th Road Long Island City
1616,Fairfield Inn & Suites Niagara Falls,643 Rainbow Boulevard Niagara Falls
1617,Fairfield Inn & Suites North Bergen,1707 69th Street North Bergen
1618,Fairfield Inn & Suites North Platte,319 W South River Rd North Platte
1619,Fairfield Inn & Suites Oakland Hayward,25921 Industrial Boulevard Hayward
1620,Fairfield Inn & Suites Oklahoma City Downtown,10 SW 4th Street Oklahoma City
1621,Fairfield Inn & Suites Omaha Downtown,1501 Nicholas Street Omaha
1622,Fairfield Inn & Suites Orange Beach,3111 Loop Rd Orange Beach
1623,Fairfield Inn & Suites Orlando at SeaWorld®,10815 International Drive Orlando
1624,Fairfield Inn & Suites Orlando East/UCF Area,3420 Lake Lynda Drive Orlando
1625,Fairfield Inn & Suites Orlando Flamingo Crossing/Western Entrance,631 Flagler Avenue Winter Garden
1626,Fairfield Inn & Suites Orlando Kissimmee/Celebration,6073 West Irlo Bronson Memorial Highway Kissimmee
1627,Fairfield Inn & Suites Orlando Lake Buena Vista in the Marriott Village,8615 Vineland Avenue Orlando
1628,Fairfield Inn & Suites Orlando Near Universal Orlando Resort,5614 Vineland Road Orlando
1629,Fairfield Inn & Suites Oshkosh,1800 South Koeller Street Oshkosh
1630,Fairfield Inn & Suites Palm Beach,2870 South Ocean Boulevard Palm Beach
1631,Fairfield Inn & Suites Palm Desert,74-764 Technology Drive Palm Desert
1632,Fairfield Inn & Suites Philadelphia Broomall/Newtown Square,100 Lawrence Road Broomall
1633,Fairfield Inn & Suites Phoenix Midtown,2520 N. Central Avenue Phoenix
1634,Fairfield Inn & Suites Phoenix Tempe/Airport,2222 South Priest Drive Tempe
1635,Fairfield Inn & Suites Phoenix West/Tolleson,9033 West McDowell Road Tolleson
1636,Fairfield Inn & Suites Pittsburgh Downtown,435 Fort Pitt Boulevard Pittsburgh
1637,Fairfield Inn & Suites Port Clinton Waterfront,1811 East Perry Street Port Clinton
1638,Fairfield Inn & Suites Portland Airport,11929 NE Airport Way Portland
1639,Fairfield Inn & Suites Portland North,1200 North Anchor Way Portland
1640,Fairfield Inn & Suites Portsmouth Exeter,138 Portsmouth Avenue Exeter
1641,Fairfield Inn & Suites Queensbury Glens Falls/Lake George Area,21 Big Boom Road Queensbury
1642,Fairfield Inn & Suites Redding,5164 Caterpillar Road Redding
1643,Fairfield Inn & Suites Riverside Corona/Norco,3441 Hamner Avenue Norco
1644,Fairfield Inn & Suites Rochester Mayo Clinic Area/Saint Marys,470 17th Avenue NW Rochester
1645,Fairfield Inn & Suites Sacramento Airport Natomas,2730 El Centro Road Sacramento
1646,Fairfield Inn & Suites Sacramento Airport Woodland,2100 Freeway Drive Woodland
1647,Fairfield Inn & Suites Sacramento Elk Grove,8058 Orchard Loop Lane Elk Grove
1648,Fairfield Inn & Suites Sacramento Folsom,1755 Cavitt Drive Folsom
1649,Fairfield Inn & Suites Salt Lake City Downtown,130 West 400 South Salt Lake City
1650,Fairfield Inn & Suites San Diego Carlsbad,1929 Palomar Oaks Way Carlsbad
1651,Fairfield Inn & Suites Sarasota Lakewood Ranch,6105 Exchange Way Bradenton
1652,Fairfield Inn & Suites Saratoga Malta,101 Saratoga Village Boulevard Malta
1653,Fairfield Inn & Suites Seattle Bellevue/Redmond,14595 NE 29th Place Bellevue
1654,Fairfield Inn & Suites Sevierville Kodak,3620 Outdoor Sportsman Place Kodak
1655,Fairfield Inn & Suites South Bend Mishawaka,425 W University Drive Mishawaka
1656,Fairfield Inn & Suites Springfield Holyoke,229 Whiting Farms Road Holyoke
1657,Fairfield Inn & Suites St Petersburg North,2575 54th Avenue North St Petersburg
1658,Fairfield Inn & Suites St. Louis Downtown,2144 Market Street St Louis
1659,Fairfield Inn & Suites St. Petersburg Clearwater,3211 Executive Drive Clearwater
1660,Fairfield Inn & Suites Stroudsburg Bartonsville/Poconos,294 Frantz Road Stroudsburg
1661,Fairfield Inn & Suites Tacoma Puyallup,202 15th Avenue SW Puyallup
1662,Fairfield Inn & Suites Tampa Westshore/Airport,2215 North Lois Avenue Tampa
1663,Fairfield Inn & Suites The Dalles,2014 West 7th Street The Dalles
1664,Fairfield Inn & Suites Titusville Kennedy Space Center,4735 Helen Hauser Blvd Titusville
1665,Fairfield Inn & Suites Tustin Orange County,15011 Newport Avenue Tustin
1666,Fairfield Inn & Suites Twin Falls,1788 Washington Street North Twin Falls
1667,Fairfield Inn & Suites Ukiah Mendocino County,1140 Airport Park Boulevard Ukiah
1668,Fairfield Inn & Suites Uncasville Groton Area,2255 Norwich New London Turnpike Uncasville
1669,Fairfield Inn & Suites Venice,2935 Executive Drive Venice
1670,Fairfield Inn & Suites Verona,5280 Willow Place Verona
1671,Fairfield Inn & Suites Warsaw,54 Petro Drive Warsaw
1672,Fairfield Inn & Suites Washington,2305 New York Avenue NE Washington
1673,Fairfield Inn & Suites Watervliet St. Joseph,8258 Arnt Boulevard Watervliet
1674,Fairfield Inn & Suites Wenatchee,201 Valley Mall Parkway East Wenatchee
1675,Fairfield Inn & Suites Williamsburg,1402 Richmond Road Williamsburg
1676,Fairfield Inn & Suites Wilmington/Wrightsville Beach,307 Eastwood Road Wilmington
1677,Fairfield Inn & Suites Wytheville,200 Marriott Way Wytheville
1678,Fairfield Inn Amesbury,35 Clarks Road Amesbury
1679,Fairfield Inn Ann Arbor,3285 Boardwalk Drive Ann Arbor
1680,Fairfield Inn Boston Woburn/Burlington,285 Mishawum Road Woburn
1681,Fairfield Inn Burlington Williston,2844 St. George Road Williston
1682,Fairfield Inn Las Vegas Convention Center,3850 Paradise Road Las Vegas
1683,Fairfield Inn Myrtle Beach Broadway at the Beach,3150 Oleander Drive Myrtle Beach
1684,Fairfield Inn Myrtle Beach North,10231 N. Kings Highway (Hwy 17) Myrtle Beach
1685,Fairfield Inn New York LaGuardia Airport/Astoria,45-20 Astoria Blvd Astoria
1686,Fairfield Inn Orlando Airport,7100 Augusta National Drive Orlando
1687,Fairfield Inn Philadelphia Airport,8800 Bartram Ave. Philadelphia
1688,Fairfield Inn Portsmouth Seacoast,650 Borthwick Avenue Portsmouth
1689,Fairfield Inn Sacramento Cal Expo,1780 Tribute Road Sacramento
1690,Fairfield Inn St. George,1660 South Convention Center Dr. St. George
1691,Fairfield Inn Tuscaloosa,4101 Courtney Drive Tuscaloosa
1692,Four Points by Sheraton Anchorage Downtown,325 West 8th Avenue Anchorage
1693,Four Points by Sheraton Appleton,300 North Mall Drive Appleton
1694,Four Points by Sheraton Atlanta Airport West,3520 North Desert Drive Atlanta
1695,Four Points by Sheraton Atlanta Downtown,166 Pryor Street Atlanta
1696,Four Points by Sheraton Boston Logan Airport Revere,407 Squire Road Revere
1697,Four Points by Sheraton Brunswick,5308 New Jesup Highway Brunswick
1698,Fairfield Inn & Suites Charlotte Airport,2220 West Tyvola Road Charlotte
1699,Four Points by Sheraton Dallas Arlington Entertainment District,2451 East Randol Mill Road Arlington
1700,Four Points by Sheraton Elkhart,3254 Cassopolis Street Elkhart
1701,Four Points by Sheraton Flushing,134-37 35th Avenue Flushing
1702,Four Points by Sheraton Houston Greenway Plaza,2828 Southwest Freeway Houston
1703,Four Points by Sheraton Long Island City/Queensboro Bridge,27-05 39th Avenue Long Island City
1704,Four Points by Sheraton Melville Long Island,333 South Service Road Plainview
1705,Four Points by Sheraton Midland,5518 Starboard Drive Midland
1706,Four Points by Sheraton Myrtle Beach,101 Fantasy Harbor Boulevard Myrtle Beach
1707,Four Points by Sheraton Newark Christiana Wilmington,56 South Old Baltimore Pike Newark
1708,Four Points by Sheraton Omaha Midtown,330 North 30th Street Omaha
1709,Four Points by Sheraton Pleasanton,5115 Hopyard Road Pleasanton
1710,Four Points by Sheraton Punta Gorda Harborside,33 Tamiami Trail Punta Gorda
1711,Four Points by Sheraton Sacramento International Airport,4900 Duckhorn Drive Sacramento
1712,Four Points by Sheraton Seattle Airport South,22406 Pacific Highway South Des Moines
1713,Four Points by Sheraton Tallahassee Downtown,316 West Tennessee Street Tallahassee
1714,Four Points by Sheraton Ventura Harbor Resort,1050 Schooner Drive Ventura
1715,Fairfield Inn & Suites Boston Waltham,250 Second Avenue Waltham
1716,SpringHill Suites Valencia,27505 Wayne Mills Place Valencia
1717,Moxy Atlanta Midtown,48 13th Street NE Atlanta
1718,Moxy Chattanooga Downtown,1220 King Street Chattanooga
1719,Moxy Columbus Short North,808 N. High Street Columbus
1720,Moxy Denver Cherry Creek,240 Josephine Street Denver
1721,Moxy Memphis Downtown,40 North Front Street Memphis
1722,Moxy Minneapolis Downtown,247 Chicago Avenue South Minneapolis
1723,Moxy Phoenix Tempe/ASU Area,1333 South Rural Road Tempe
1724,Courtyard Thousand Oaks Agoura Hills,29505 Agoura Road Agoura Hills
1725,Courtyard Syracuse Downtown at Armory Square,300 West Fayette Street Syracuse
1726,Courtyard Cocoa Beach Cape Canaveral,3435 N. Atlantic Ave Cocoa Beach
1727,SpringHill Suites St. Petersburg Clearwater,3485 Ulmerton Road Clearwater
1728,Fairfield Inn & Suites Las Vegas Airport South,355 East Warm Springs Road Las Vegas
1729,Courtyard Los Angeles LAX/Hawthorne,4427 West El Segundo Boulevard Hawthorne
1730,Fairfield Inn & Suites Fresno Clovis,50 N. Clovis Ave. Clovis
